//=================================================================================================================
//					FACEBOOK: https://www.facebook.com/mukynguyen/
//					Zalo + SĐT : BQT MU KỶ NGUYÊN
//					Name : MU KỶ NGUYÊN
//=======Cung Cấp Sever Mu Online========
//-Phiên Bản
//+DLL Clasic Cutsom Có Đủ
//+5.2 FPS 120 Siêu Mượt
//======Hỗ Trợ=========
//+Config Sever Theo Ý Muốn
//+Dịch Vụ VPS Hosting Tên Miền Antihack
//=================================================================================================================
//OptionValue	: Giá trị của OptionIndex
//ItemIndexMin	: Index của item trong Item.txt
//ItemIndexMax	: Index của item trong Item.txt
//ItemLevel		: Level Item = hoặc lớn hơn số này mới có tác dụng
//ItemOption1	: 1 Cần có Skill mới có tác dụng
//ItemOption2	: 1 Cần có Luck mới có tác dụng
//ItemOption3	: 1 Cần có OptionLife mới có tác dụng
//ItemNewOption	: -61 toàn bộ item là exc đều có tác dụng
//				: OptionExc = config mới có tác dụng (1,2,4,8,16,32,64) (VD sói hoàng kim OptionExc = 4)
//OptionIndex
//Add Physi Damage = 80
//Add Magic Damage = 81
//Add Defense Success Rate = 82
//Add Defense = 83
//Add Critical Damage Rate = 84
//Add HP Recovery Rate = 85
//Add Money Amount Drop Rate = 86
//Mul Defense Success Rate = 87
//Add Damage Reflect = 88							; Phản Sát Thương
//Add Damage Reduction = 89                         ; Giảm sát thương
//Mul MP = 90
//Mul HP = 91
//Add Excellent Damage Rate = 92
//Add Physi Damage By Level = 93
//Mul Physi Damage = 94
//Add Magic Damage By Level = 95
//Mul Magic Damage = 96
//Add Speed = 97
//Add Hunt HP = 98
//Add Hunt MP = 99
//Add Wing HP = 100
//Add Wing MP = 101
//Add Ignore Defense Rate = 102						; Bỏ qua tỷ lệ phòng thủ
//Add BP = 103
//Mul BP = 104
//Add Wing Leadershio = 105
//Add Sói tinh1 = 106
//Add Sói tinh2 = 107
//Add Sói tinh3 = 108
//Add Full Damage Reflect Rate = 109
//Add Defensive Full HP Restore Rate = 110
//Add Defensive Full MP Restore Rate = 111
//Add Quái Điểu = 112
//Add Curse Damage = 113
//Add Curse Damage By Level = 114
//Mul Curse Damage = 115
//Add Double Damage Rate = 116
//Add Experience = 117								; Tăng EXP
//Add Experience Combo = 118
//Add HP = 119
//Add MP = 120
//Add HP By Level = 121
//Add MP By Level = 122
//Add Damage = 123
//Add Damage By Level = 124
//Mul Damage = 125
//Add Defense By Level = 126
//Mul Defense = 127
//Add X3Dame Rate = 128
//Add Res X2 Dame Rate = 129
//Add Resignoredefense rate = 130
//Add Ignore Shiles Rate = 131
//Add Res Crit Dame Rate = 132
//Add Res Exc Dame Rate = 133
//Add Stuck Dame Rate = 134
//Add Res Stun Rate = 135
//=================================================================================================================
//Index   OptionIndex   OptionValue   ItemMinIndex   ItemMaxIndex   ItemOption1   ItemOption2   ItemOption3   ItemNewOption   Comment
7         114           20            2580           2589           *             *             *             16              //Sách chung
7         95            20            2590           3071           *             *             *             16              //Gậy chung
7         90            4             3072           3583           *             *             *             16              //Khiên chung
7         90            4             3584           6143           *             *             *             16              //Giáp chung
7         90            4             6664           6664           *             *             *             16              //Nhẫn Băng
7         90            4             6665           6665           *             *             *             16              //Nhẫn Độc
7         90            4             6677           6677           *             *             *             16              //Nhẫn Lửa
7         90            4             6678           6678           *             *             *             16              //Nhẫn Đất
7         90            4             6679           6679           *             *             *             16              //Nhẫn Gió
7         90            4             6680           6680           *             *             *             16              //Nhẫn Phép Thuật
7         95            20            6668           6668           *             *             *             16              //Dây Chuyền Sét
7         93            20            6669           6669           *             *             *             16              //Dây Chuyền Lửa
7         95            20            6681           6681           *             *             *             16              //Dây Chuyền Băng
7         93            20            6682           6682           *             *             *             16              //Dây Chuyền Gió
7         95            20            6683           6683           *             *             *             16              //Dây Chuyền Nước
7         93            20            6684           6684           *             *             *             16              //Dây Chuyền Kỹ Năng
7         97            5             6147           6147           *             *             *             16              //Cánh Tinh Thần
7         97            5             6148           6148           *             *             *             16              //Cánh Linh Hồn
7         97            5             6149           6149           *             *             *             16              //Cánh Rồng
7         97            5             6150           6150           *             *             *             16              //Cánh Bóng Đêm
7         97            5             6186           6186           *             *             *             16              //Cánh Hỏa Thiên
7         97            5             6193           6193           *             *             *             16              //Áo Choàng Chiến Binh

8         92            10            0000           2559           *             *             *             32              //Vũ khí chung
8         92            10            2560           2579           *             *             *             32              //Gậy chung
8         92            10            2580           2589           *             *             *             32              //Sách chung
8         92            10            2590           3071           *             *             *             32              //Gậy chung
8         91            4             3072           3583           *             *             *             32              //Khiên chung
8         91            4             3584           6143           *             *             *             32              //Giáp chung
8         91            4             6664           6664           *             *             *             32              //Nhẫn Băng
8         91            4             6665           6665           *             *             *             32              //Nhẫn Độc
8         91            4             6677           6677           *             *             *             32              //Nhẫn Lửa
8         91            4             6678           6678           *             *             *             32              //Nhẫn Đất
8         91            4             6679           6679           *             *             *             32              //Nhẫn Gió
8         91            4             6680           6680           *             *             *             32              //Nhẫn Phép Thuật
8         92            10            6668           6668           *             *             *             32              //Dây Chuyền Sét
8         92            10            6669           6669           *             *             *             32              //Dây Chuyền Lửa
8         92            10            6681           6681           *             *             *             32              //Dây Chuyền Băng
8         92            10            6682           6682           *             *             *             32              //Dây Chuyền Gió
8         92            10            6683           6683           *             *             *             32              //Dây Chuyền Nước
8         92            10            6684           6684           *             *             *             32              //Dây Chuyền Kỹ Năng

9         119           50            6656           6656           *             *             *             *               //Thần Hộ Mệnh
9         125           10            6676           6676           *             *             *             *               //Nhẫn Phù Thủy
9         93            12            6693           6693           *             *             *             4               //Linh Hồn Sói Tinh
9         127           10            6695           6695           *             *             *             *               //Nhẫn Quỷ Xương
9         123           20            6697           6697           *             *             *             *               //Nhẫn Giáng Sinh
9         123           30            6732           6732           *             *             *             *               //Nhẫn Biến Gấu Trúc
9         83            50            6736           6736           *             *             *             *               //Gấu Trúc
9         83            50            6762           6762           *             *             *             *               //Thần Mã
9         125           15            6763           6763           *             *             *             *               //Nhẫn Ma Thuật
9         123           40            6778           6778           *             *             *             *               //Nhẫn Cốt Rồng
9         97            10            6779           6779           *             *             *             *               //Cốt Rồng

10        97            10            6676           6676           *             *             *             *               //Nhẫn Phù Thủy
10        95            25            6693           6693           *             *             *             4               //Linh Hồn Sói Tinh
10        121           1             6695           6695           *             *             *             *               //Nhẫn Quỷ Xương
10        86            50            6732           6732           *             *             *             *               //Nhẫn Biến Gấu Trúc
10        117           50            6736           6736           *             *             *             *               //Gấu Trúc
10        86            50            6762           6762           *             *             *             *               //Thần Mã
10        97            10            6763           6763           *             *             *             *               //Nhẫn Ma Thuật
10        118           30            6778           6778           *             *             *             *               //Nhẫn Cốt Rồng
10        117           30            6779           6779           *             *             *             *               //Cốt Rồng

11        114           25            6693           6693           *             *             *             4               //Linh Hồn Sói Tinh
11        118           30            6732           6732           *             *             *             *               //Nhẫn Biến Gấu Trúc

12        121           2             6693           6693           *             *             *             4               //Linh Hồn Sói Tinh

13        122           2             6693           6693           *             *             *             4               //Linh Hồn Sói Tinh
end
