09:03:56 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
13:12:12 [AccountInfo] Account disconnected by clear (Account: bot48, IpAddress: 185.61.248.98, GameServerCode: 0)
13:12:12 [AccountInfo] Account disconnected by clear (Account: bot49, IpAddress: 227.196.235.15, GameServerCode: 0)
13:12:12 [AccountInfo] Account disconnected by clear (Account: bot5, IpAddress: 30.125.184.204, GameServerCode: 0)
13:12:12 [AccountInfo] Account disconnected by clear (Account: bot50, IpAddress: 37.71.37.158, GameServerCode: 0)
13:12:12 [AccountInfo] Account disconnected by clear (Account: bot6, IpAddress: 132.48.10.243, GameServerCode: 0)
13:12:12 [AccountInfo] Account disconnected by clear (Account: bot7, IpAddress: 136.84.122.235, GameServerCode: 0)
13:12:12 [AccountInfo] Account disconnected by clear (Account: bot8, IpAddress: 80.143.120.145, GameServerCode: 0)
13:12:12 [AccountInfo] Account disconnected by clear (Account: bot9, IpAddress: 133.44.234.235, GameServerCode: 0)
13:14:32 Lỗi: Tài khoản không tồn tại (Tài khoản: 1, Mật khẩu: 1, IP: 192.168.1.7)
13:14:32 Tài khoản mới đã được tạo. (Tài khoản: 1, Mật khẩu: 1, IP: 192.168.1.7)
13:14:33 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
13:30:01 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
13:36:31 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
13:41:35 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
13:41:55 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
13:42:33 Lỗi: Tài khoản không tồn tại (Tài khoản: 2, Mật khẩu: 2, IP: 192.168.1.7)
13:42:33 Tài khoản mới đã được tạo. (Tài khoản: 2, Mật khẩu: 2, IP: 192.168.1.7)
13:42:34 Tài khoản vừa đăng nhập. (Tài khoản: 2, IP: 192.168.1.7, Nhóm Sub: 0)
13:45:46 [AccountInfo] Account disconnected (Account: 2, IpAddress: 192.168.1.7, GameServerCode: 0)
13:45:48 Tài khoản vừa đăng nhập. (Tài khoản: 2, IP: 192.168.1.7, Nhóm Sub: 0)
13:59:52 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
13:59:56 [AccountInfo] Account disconnected (Account: 2, IpAddress: 192.168.1.7, GameServerCode: 0)
14:00:00 Tài khoản vừa đăng nhập. (Tài khoản: 2, IP: 192.168.1.7, Nhóm Sub: 0)
14:05:46 [AccountInfo] Account disconnected (Account: 2, IpAddress: 192.168.1.7, GameServerCode: 0)
14:06:16 Tài khoản vừa đăng nhập. (Tài khoản: 2, IP: 192.168.1.7, Nhóm Sub: 0)
14:07:20 [AccountInfo] Account disconnected (Account: 2, IpAddress: 192.168.1.7, GameServerCode: 0)
14:07:23 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
18:52:28 Tài khoản vừa đăng nhập. (Tài khoản: 2, IP: 192.168.1.7, Nhóm Sub: 0)
20:08:32 [AccountInfo] Account disconnected (Account: 2, IpAddress: 192.168.1.7, GameServerCode: 0)
20:16:16 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
20:17:08 Tài khoản vừa đăng nhập. (Tài khoản: 2, IP: 192.168.1.7, Nhóm Sub: 0)
20:17:11 [AccountInfo] Account disconnected (Account: 2, IpAddress: 192.168.1.7, GameServerCode: 0)
20:17:15 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
20:17:37 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
20:18:29 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
20:35:06 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
20:35:20 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
20:40:41 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
20:40:49 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
21:00:33 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
21:11:12 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
21:21:22 Tài khoản vừa đăng nhập. (Tài khoản: 2, IP: 192.168.1.7, Nhóm Sub: 0)
22:24:33 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
22:24:43 [AccountInfo] Account disconnected (Account: 2, IpAddress: 192.168.1.7, GameServerCode: 0)
22:26:02 Tài khoản vừa đăng nhập. (Tài khoản: 2, IP: 192.168.1.7, Nhóm Sub: 0)
22:26:23 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
22:26:47 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
22:27:07 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
23:27:39 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
23:27:59 [AccountInfo] Account disconnected by clear (Account: 2, IpAddress: 192.168.1.7, GameServerCode: 0)
23:28:05 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
23:28:23 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
23:31:01 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
23:32:03 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
23:32:35 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
23:32:47 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
23:34:06 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
23:36:08 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
23:39:19 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
23:43:17 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
23:43:48 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
23:51:37 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
23:51:54 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
23:53:14 [AccountInfo] Account disconnected (Account: 1, IpAddress: 192.168.1.7, GameServerCode: 0)
23:58:20 Tài khoản vừa đăng nhập. (Tài khoản: 1, IP: 192.168.1.7, Nhóm Sub: 0)
