00:00:03 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
23:24:07 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
23:24:21 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
23:25:31 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
23:25:55 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
23:27:05 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
23:32:16 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
23:32:22 Lỗi: Tài khoản không tồn tại (Tài khoản: 111, Mật khẩu: 111, IP: 192.168.1.7)
23:32:22 Tài khoản mới đã được tạo. (Tài khoản: 111, Mật khẩu: 111, IP: 192.168.1.7)
23:32:23 Tài khoản vừa đăng nhập. (Tài khoản: 111, IP: 192.168.1.7, Nhóm Sub: 0)
23:35:10 [AccountInfo] Account disconnected by clear (Account: 111, IpAddress: 192.168.1.7, GameServerCode: 0)
23:40:29 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
23:41:30 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
23:46:39 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
23:47:19 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
23:48:10 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
23:48:27 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
23:48:47 Tài khoản vừa đăng nhập. (Tài khoản: 11, IP: 192.168.1.7, Nhóm Sub: 0)
23:49:39 [AccountInfo] Account disconnected (Account: 11, IpAddress: 192.168.1.7, GameServerCode: 0)
